,total_sulfur_dioxide,chlorides,free_sulfur_dioxide,volatile_acidity,citric_acid,alcohol,residual_sugar
4156,2,0,0,0,1,2,0
4157,0,0,0,1,1,1,0
4158,0,0,0,1,1,2,1
4159,1,0,2,4,0,1,1
4160,1,0,0,0,0,1,4
4161,0,0,2,1,1,1,0
4162,1,0,0,0,0,0,0
4163,0,0,0,0,1,2,0
4164,1,0,0,0,0,2,0
4165,1,0,4,0,1,3,2
4166,1,0,4,4,1,1,4
4167,0,1,4,0,1,2,0
4168,2,0,1,0,2,4,0
4169,1,0,0,0,1,0,1
4170,0,3,0,0,0,0,0
4171,1,1,0,1,1,1,3
4172,0,0,1,2,0,2,0
4173,1,2,2,0,1,1,0
4174,1,0,0,0,2,0,0
4175,1,2,4,0,1,1,0
4176,4,0,2,3,0,2,0
4177,1,0,4,1,0,0,0
4178,1,0,1,0,0,0,2
4179,4,0,0,0,3,1,0
4180,1,1,3,4,3,0,0
4181,1,3,0,0,0,0,1
4182,1,0,0,0,0,2,1
4183,1,0,0,2,0,2,0
4184,2,0,0,2,1,1,0
4185,4,0,0,2,4,0,0
4186,1,0,2,0,1,4,0
4187,0,3,2,0,1,2,0
4188,2,0,0,1,1,4,4
4189,2,1,0,2,0,1,0
4190,0,0,3,1,0,1,2
4191,3,0,0,0,0,2,0
4192,0,0,3,3,3,1,0
4193,3,0,4,0,0,1,0
4194,1,0,0,0,1,3,0
4195,4,0,0,1,3,3,0
4196,0,0,0,3,0,4,0
4197,0,0,2,2,2,1,0
4198,2,2,1,2,0,1,3
4199,1,0,0,1,2,1,0
4200,1,0,0,0,0,2,0
4201,1,0,0,3,1,4,3
4202,1,1,0,1,0,1,4
4203,2,0,0,0,0,1,0
4204,1,0,3,0,2,0,4
4205,2,0,0,0,2,2,3
4206,2,3,2,2,0,4,3
4207,2,0,0,0,1,4,2
4208,1,0,0,0,0,1,0
4209,2,0,0,0,0,1,4
4210,1,0,3,0,1,1,1
4211,1,0,0,0,1,2,0
4212,1,0,0,0,1,1,0
4213,1,0,0,0,0,2,0
4214,2,0,4,1,0,1,0
4215,0,0,0,1,0,3,0
4216,0,0,0,0,0,1,4
4217,0,0,0,4,0,2,0
4218,0,3,4,0,1,1,0
4219,2,1,0,0,1,0,0
4220,1,3,0,0,4,0,1
4221,3,0,0,1,2,1,0
4222,1,0,0,1,0,1,0
4223,1,0,0,0,0,0,2
4224,0,0,0,4,2,1,0
4225,1,0,0,0,1,2,0
4226,1,0,0,0,1,0,1
4227,0,0,0,3,1,2,0
4228,1,1,0,1,0,0,0
4229,0,0,0,4,3,1,0
4230,1,0,2,0,0,0,0
4231,4,0,1,0,1,0,4
4232,1,0,0,3,1,3,0
4233,1,0,0,3,0,1,0
4234,1,0,0,3,0,0,0
4235,4,2,0,0,0,0,4
4236,1,3,2,0,1,1,0
4237,0,0,0,1,2,1,0
4238,0,0,0,1,1,1,4
4239,1,0,2,0,0,0,1
4240,3,0,1,0,0,0,0
4241,1,0,0,0,1,4,1
4242,0,0,1,1,0,1,0
4243,1,0,2,2,0,0,4
4244,1,1,0,0,0,0,0
4245,1,4,0,0,1,2,0
4246,0,0,0,4,1,2,0
4247,0,0,4,1,1,2,0
4248,2,0,0,0,1,0,4
4249,1,0,0,0,2,2,0
4250,1,0,0,1,1,0,2
4251,1,3,3,0,3,4,0
4252,1,0,2,0,1,0,0
4253,1,0,4,0,1,1,2
4254,0,0,0,0,4,4,0
4255,1,0,0,0,1,2,2
4256,4,0,0,0,0,1,0
4257,3,0,2,4,0,0,1
4258,1,2,0,0,1,0,0
4259,1,0,0,4,1,3,2
4260,1,0,1,1,0,0,0
4261,2,0,1,0,3,1,0
4262,2,4,1,4,1,1,1
4263,0,4,0,0,1,4,2
4264,2,0,2,0,0,1,1
4265,3,0,0,0,3,1,0
4266,1,0,0,4,1,2,1
4267,2,0,1,0,1,1,1
4268,4,0,0,2,0,3,0
4269,2,0,0,0,0,1,0
4270,1,0,3,1,1,2,1
4271,0,0,0,1,4,0,0
4272,0,0,0,0,3,3,0
4273,0,3,0,1,0,1,0
4274,1,0,3,0,1,2,0
4275,0,0,0,1,0,0,0
4276,3,0,0,3,0,0,4
4277,2,2,0,0,1,1,1
4278,2,0,1,1,3,0,0
4279,3,2,1,0,2,2,0
4280,1,0,0,0,3,1,0
4281,1,0,0,0,0,2,0
4282,1,2,0,0,0,1,0
4283,1,0,0,0,3,0,1
4284,1,1,0,0,0,1,0
4285,0,0,0,0,2,2,0
4286,3,0,1,0,0,1,0
4287,1,0,0,0,1,1,3
4288,0,0,0,0,4,1,0
4289,2,0,0,0,1,2,1
4290,2,0,0,2,3,3,0
4291,0,3,0,2,3,1,0
4292,0,0,0,0,1,2,0
4293,0,4,0,0,2,2,0
4294,1,0,0,0,0,2,3
4295,1,0,0,0,0,4,3
4296,0,0,0,0,2,2,0
4297,2,2,0,1,0,1,0
4298,4,0,1,0,1,1,0
4299,1,0,1,0,4,4,0
4300,0,4,1,0,0,3,0
4301,0,2,0,0,1,2,1
4302,0,0,0,2,0,2,0
4303,1,0,0,0,3,1,0
4304,1,0,0,4,0,4,2
4305,2,0,3,0,4,0,0
4306,1,0,0,1,0,4,4
4307,1,2,1,0,3,1,0
4308,1,0,0,0,0,2,0
4309,0,0,0,1,0,1,0
4310,1,1,0,0,0,0,0
4311,0,0,0,1,0,2,2
4312,0,0,0,3,1,3,2
4313,0,2,2,1,3,2,3
4314,2,0,0,2,1,1,1
4315,1,0,0,4,0,1,2
4316,0,0,0,2,3,2,4
4317,1,0,4,4,0,2,0
4318,2,0,3,0,1,3,2
4319,1,0,0,0,0,2,0
4320,0,0,0,1,1,2,2
4321,1,2,0,0,3,0,1
4322,3,0,0,0,4,2,3
4323,1,0,2,2,4,2,0
4324,3,0,0,0,0,0,0
4325,1,2,0,0,2,1,0
4326,1,0,2,0,1,0,1
4327,0,0,0,3,0,3,2
4328,2,0,4,3,1,1,1
4329,3,2,0,2,0,1,0
4330,1,0,0,0,0,3,0
4331,1,1,0,0,0,1,0
4332,1,0,0,0,0,2,3
4333,1,2,0,0,0,1,0
4334,1,0,0,4,0,2,0
4335,0,0,0,1,0,1,3
4336,0,3,0,1,1,2,0
4337,1,1,0,0,1,2,0
4338,1,0,0,1,3,1,0
4339,0,0,0,0,0,2,4
4340,1,1,1,0,1,2,0
4341,2,0,0,0,0,1,0
4342,1,0,0,1,3,0,0
4343,1,0,0,1,1,0,0
4344,2,0,0,0,0,0,0
4345,2,0,2,0,0,1,0
4346,3,0,0,0,1,1,0
4347,0,0,3,0,3,1,4
4348,4,4,1,0,1,1,3
4349,2,0,1,0,1,0,1
4350,0,1,3,0,1,1,2
4351,1,0,0,0,1,3,0
4352,4,0,0,0,3,0,1
4353,3,2,0,2,1,0,0
4354,2,2,2,0,1,1,0
4355,0,0,0,0,2,1,0
4356,4,0,0,1,0,0,0
4357,0,0,2,0,0,2,0
4358,4,0,1,0,3,0,0
4359,0,0,0,0,0,3,0
4360,0,1,0,1,0,0,0
4361,0,0,0,2,1,1,0
4362,1,0,1,0,1,1,0
4363,0,0,0,3,0,0,4
4364,2,0,1,1,1,1,0
4365,0,0,0,1,0,3,4
4366,3,0,0,4,3,3,0
4367,1,4,0,0,1,1,0
4368,2,1,0,2,1,0,0
4369,0,0,0,1,0,2,4
4370,0,0,0,2,0,1,0
4371,0,0,3,0,1,1,0
4372,3,3,0,1,1,2,1
4373,0,0,1,1,1,2,0
4374,0,2,0,2,0,1,0
4375,0,0,0,2,2,1,0
4376,2,0,0,0,1,3,2
4377,1,0,0,1,0,3,3
4378,0,0,0,0,0,1,2
4379,1,0,0,0,4,0,0
4380,0,0,0,1,1,1,0
4381,1,0,0,0,1,0,1
4382,0,0,0,0,1,1,0
4383,3,0,0,0,2,3,0
4384,2,0,4,0,1,1,4
4385,1,0,0,0,1,2,0
4386,2,2,4,0,0,0,0
4387,1,0,3,0,0,1,0
4388,1,0,0,0,0,0,0
4389,4,4,0,0,1,2,0
4390,3,0,0,0,1,2,0
4391,0,3,0,0,1,1,0
4392,1,0,0,4,0,2,0
4393,0,0,1,1,1,4,0
4394,4,0,0,0,1,1,0
4395,1,0,4,0,0,1,0
4396,1,0,0,2,1,2,1
4397,1,3,0,0,0,0,1
4398,1,0,0,0,0,2,0
4399,1,2,1,4,0,1,2
4400,1,2,0,3,4,3,0
4401,1,2,0,0,0,2,3
4402,1,0,0,1,2,0,0
4403,1,0,0,0,0,1,0
4404,2,0,1,0,0,0,0
4405,0,0,0,0,3,1,0
4406,1,0,0,0,4,1,0
4407,3,0,0,1,2,3,3
4408,1,0,3,3,0,3,0
4409,1,0,0,1,4,0,0
4410,0,3,0,2,2,2,0
4411,1,0,0,0,1,3,0
4412,0,0,0,2,0,0,0
4413,0,0,0,0,1,2,0
4414,2,0,0,0,0,0,0
4415,2,0,0,1,3,1,0
4416,1,4,0,0,0,1,0
4417,1,0,0,0,0,2,0
4418,0,0,0,3,0,1,0
4419,4,0,0,2,0,1,0
4420,1,0,2,1,1,2,0
4421,1,0,0,1,1,3,0
4422,2,1,0,0,0,2,0
4423,2,3,0,0,0,3,4
4424,0,0,0,0,2,1,0
4425,1,0,0,3,0,0,3
4426,1,2,0,0,0,2,0
4427,2,0,0,0,0,1,4
4428,2,0,1,0,1,1,4
4429,2,0,0,0,1,2,1
4430,0,0,3,3,0,1,0
4431,2,0,0,4,3,3,0
4432,2,0,0,0,0,2,0
4433,4,0,0,0,0,3,1
4434,2,0,2,1,1,1,0
4435,2,0,0,0,3,1,0
4436,1,0,2,4,0,2,0
4437,1,1,0,0,0,2,2
4438,2,1,4,0,0,1,3
4439,0,0,0,1,0,0,1
4440,1,2,0,0,0,2,0
4441,0,0,0,3,0,0,0
4442,0,0,0,3,0,1,0
4443,1,4,0,4,1,1,0
4444,1,0,0,0,1,4,0
4445,0,0,1,0,4,2,3
4446,3,0,0,0,0,2,3
4447,0,0,0,1,0,2,0
4448,1,3,0,4,1,2,0
4449,1,1,0,1,1,1,1
4450,4,4,0,2,0,1,1
4451,1,1,0,4,1,3,0
4452,1,0,1,0,1,3,0
4453,1,0,4,0,0,1,1
4454,1,0,1,0,2,1,0
4455,1,0,0,2,1,1,0
4456,1,1,0,2,1,1,4
4457,1,0,0,1,0,1,0
4458,1,0,0,0,1,1,0
4459,1,0,0,1,0,1,0
4460,0,0,3,0,4,2,3
4461,0,3,0,1,3,1,0
4462,1,0,0,0,0,1,0
4463,1,1,0,2,1,0,1
4464,3,2,0,0,0,4,0
4465,0,2,0,0,1,4,0
4466,1,0,0,0,0,3,0
4467,1,0,0,0,0,0,1
4468,0,2,0,1,1,1,0
4469,1,2,0,0,1,2,1
4470,0,0,0,2,0,0,3
4471,1,0,0,0,0,0,0
4472,2,0,2,1,1,1,1
4473,1,0,0,0,1,0,0
4474,0,3,0,0,1,3,0
4475,1,4,0,0,3,1,0
4476,0,0,1,0,4,2,2
4477,2,0,0,0,1,1,1
4478,0,0,0,0,4,2,0
4479,4,4,4,1,0,3,0
4480,1,0,4,0,0,3,0
4481,4,2,0,0,2,2,0
4482,1,0,0,0,0,1,0
4483,2,0,3,2,2,0,4
4484,1,0,3,0,4,2,4
4485,2,0,1,1,0,2,0
4486,1,0,2,1,1,2,3
4487,1,0,0,4,2,3,2
4488,1,0,1,0,1,1,3
4489,1,0,4,0,0,0,0
4490,0,3,0,1,0,3,4
4491,1,0,0,0,1,1,0
4492,2,1,0,0,0,0,3
4493,1,0,0,1,4,3,0
4494,2,0,0,0,2,4,0
4495,1,0,0,0,0,0,0
4496,1,1,1,0,1,1,4
4497,0,0,2,0,3,4,0
4498,1,0,1,0,0,1,1
4499,1,0,0,0,1,2,0
4500,1,1,0,0,0,4,0
4501,4,0,0,0,0,1,0
4502,0,0,0,0,0,3,4
4503,0,0,0,1,0,4,0
4504,2,0,0,4,0,0,0
4505,1,3,0,0,0,2,0
4506,1,0,1,0,0,1,0
4507,0,1,2,0,1,3,0
4508,4,0,0,1,0,4,3
4509,1,0,2,0,0,1,4
4510,2,0,0,0,0,0,1
4511,1,0,0,0,0,3,0
4512,2,0,0,0,4,1,0
4513,4,0,3,0,2,1,1
4514,0,0,3,0,0,2,0
4515,0,2,0,3,0,1,0
4516,0,0,0,0,3,1,3
4517,1,0,0,0,0,1,4
4518,0,4,0,1,0,0,0
4519,1,1,3,0,0,2,0
4520,1,4,0,0,4,0,2
4521,1,0,3,0,0,2,2
4522,1,2,0,1,3,1,1
4523,2,2,0,0,1,2,0
4524,3,4,4,0,0,0,0
4525,0,0,2,3,0,1,1
4526,4,0,0,2,1,1,3
4527,1,0,4,0,0,3,0
4528,0,2,0,2,0,4,0
4529,0,0,0,2,0,3,0
4530,2,0,1,1,1,0,3
4531,4,0,0,0,1,0,2
4532,0,0,3,0,1,1,0
4533,4,0,1,1,0,1,0
4534,2,2,0,0,1,0,1
4535,1,0,0,2,1,1,0
4536,0,0,4,0,1,3,1
4537,1,0,2,0,4,2,3
4538,2,0,0,1,0,1,0
4539,1,0,4,0,3,1,0
4540,2,1,1,0,1,4,1
4541,0,0,1,1,1,1,0
4542,1,2,0,0,1,3,0
4543,1,0,0,0,1,3,0
4544,2,1,4,0,0,0,0
4545,3,0,0,0,0,0,0
4546,1,0,0,0,0,0,0
4547,2,0,0,2,2,0,1
4548,1,0,0,0,3,3,0
4549,1,0,0,3,1,1,0
4550,1,0,4,4,1,0,1
4551,1,0,0,1,4,2,0
4552,1,1,0,0,4,1,0
4553,0,0,3,0,0,3,0
4554,1,0,0,2,0,3,0
4555,0,2,0,0,1,1,0
4556,0,0,3,2,0,2,0
4557,1,0,1,0,0,1,3
4558,3,1,0,0,0,0,0
4559,1,0,0,0,0,0,4
4560,1,0,0,0,2,0,2
4561,2,0,0,0,0,3,3
4562,2,1,0,2,1,3,0
4563,2,4,0,4,2,0,1
4564,0,1,0,2,1,1,0
4565,0,0,0,1,2,2,0
4566,1,1,2,1,1,3,0
4567,1,0,0,0,1,0,0
4568,0,0,0,4,1,2,4
4569,2,0,0,0,1,2,0
4570,1,4,0,0,0,3,0
4571,1,0,0,0,0,0,0
4572,1,0,3,4,0,1,0
4573,0,0,4,1,2,1,0
4574,1,0,0,1,1,1,0
4575,1,1,0,4,0,0,0
4576,1,0,3,0,0,0,1
4577,1,0,3,0,0,1,0
4578,4,0,0,0,0,0,1
4579,4,0,3,3,0,4,0
4580,1,0,0,0,1,4,0
4581,1,4,4,3,0,1,1
4582,2,0,0,0,0,0,2
4583,2,0,2,0,2,0,1
4584,3,0,0,0,2,3,0
4585,1,0,3,1,0,4,4
4586,1,0,0,4,4,1,0
4587,4,0,0,3,0,1,0
4588,1,0,0,0,0,0,0
4589,1,0,0,0,3,3,0
4590,2,0,0,3,0,3,0
4591,0,0,0,0,0,3,1
4592,1,0,0,0,1,3,3
4593,0,0,3,1,1,1,0
4594,0,2,0,0,2,3,0
4595,1,4,0,0,0,4,0
4596,2,0,0,4,0,1,0
4597,0,0,3,2,0,1,4
4598,1,0,0,0,0,3,4
4599,0,0,0,4,0,3,0
4600,0,0,0,3,0,0,1
4601,1,0,0,0,0,3,1
4602,0,0,1,2,0,1,0
4603,0,3,0,0,0,0,0
4604,1,0,1,0,1,0,0
4605,0,0,1,0,3,3,0
4606,0,0,2,2,0,2,0
4607,4,0,0,0,0,1,0
4608,1,3,2,0,1,2,0
4609,1,0,0,0,1,2,0
4610,1,0,1,0,1,0,4
4611,2,1,1,0,3,0,1
4612,4,1,0,1,1,1,0
4613,3,0,0,0,1,1,1
4614,3,2,3,3,0,1,0
4615,1,4,0,0,0,1,4
4616,0,0,4,2,0,4,0
4617,1,0,4,0,0,3,0
4618,0,3,0,1,0,1,0
4619,3,0,0,0,0,0,2
4620,1,0,0,1,2,2,0
4621,1,0,0,0,3,0,1
4622,2,0,0,0,4,1,0
4623,1,4,2,0,1,1,0
4624,1,0,0,0,0,0,0
4625,1,0,1,1,3,0,0
4626,1,4,1,1,1,3,1
4627,1,0,0,0,0,0,2
4628,2,0,2,0,0,0,1
4629,0,1,0,0,4,1,0
4630,1,0,0,0,0,3,1
4631,0,0,0,0,2,1,1
4632,4,4,0,1,4,2,0
4633,3,0,1,0,1,2,0
4634,1,0,4,0,0,0,1
4635,0,0,0,1,1,2,0
4636,1,0,0,3,0,2,0
4637,1,0,0,0,1,1,1
4638,2,0,1,0,3,2,0
4639,1,0,0,0,0,4,1
4640,1,0,0,0,0,2,0
4641,1,0,4,1,4,1,3
4642,4,0,1,1,4,1,0
4643,2,0,0,0,1,4,0
4644,0,0,0,1,2,4,1
4645,0,4,0,0,1,4,0
4646,1,0,1,0,0,3,2
4647,2,0,1,0,1,1,3
4648,1,0,0,0,1,2,1
4649,1,0,0,0,2,0,1
4650,1,0,4,0,1,3,0
4651,1,1,1,0,4,0,1
4652,0,0,0,0,3,1,0
4653,0,0,0,0,0,4,1
4654,0,0,0,1,0,0,0
4655,2,0,4,0,0,0,0
4656,1,4,0,0,1,1,0
4657,1,0,3,0,3,1,0
4658,1,0,0,0,0,1,1
4659,1,0,2,1,0,3,0
4660,1,0,1,0,0,1,0
4661,2,0,1,0,1,0,2
4662,0,0,0,2,0,0,3
4663,0,0,4,2,1,1,0
4664,1,0,0,1,0,1,4
4665,0,0,0,1,1,2,2
4666,1,0,2,0,1,1,0
4667,0,0,2,0,1,1,0
4668,0,4,0,0,0,3,0
4669,1,0,0,1,4,0,0
4670,0,0,0,1,0,2,0
4671,1,4,1,1,0,1,1
4672,0,0,1,0,1,2,0
4673,3,1,1,0,3,3,0
4674,1,0,0,0,0,0,0
4675,0,0,0,0,0,1,4
4676,1,1,0,2,0,2,0
4677,2,1,1,1,1,1,0
4678,4,3,0,2,0,3,0
4679,1,0,1,0,1,4,0
4680,1,4,3,0,1,0,0
4681,1,0,0,1,0,1,0
4682,1,0,0,0,1,1,0
4683,1,3,0,2,1,1,4
4684,2,0,4,1,1,4,0
4685,1,0,0,0,1,3,4
4686,0,1,0,1,0,0,0
4687,0,2,0,1,0,2,0
4688,1,4,0,0,0,0,1
4689,1,0,4,1,2,3,2
4690,1,0,0,0,1,2,4
4691,1,0,0,0,0,2,0
4692,1,0,0,1,4,1,0
4693,0,1,0,2,0,1,0
4694,1,3,0,0,2,1,0
4695,0,0,0,1,0,3,0
4696,1,3,2,0,2,0,1
4697,2,0,1,0,0,1,0
4698,0,3,0,1,1,4,0
4699,1,0,0,0,0,0,3
4700,3,0,0,0,1,0,4
4701,2,2,1,1,0,1,1
4702,3,0,2,1,0,3,0
4703,1,0,0,0,0,1,0
4704,4,0,0,0,0,3,0
4705,1,0,0,2,1,1,0
4706,0,0,4,1,0,2,0
4707,2,0,0,0,2,0,0
4708,1,0,4,1,2,1,0
4709,1,0,0,0,1,0,3
4710,1,0,3,3,4,1,0
4711,2,0,1,1,2,2,0
4712,1,0,2,0,1,4,0
4713,2,0,1,0,1,0,0
4714,1,0,2,1,4,1,0
4715,0,0,0,1,0,2,0
4716,0,1,0,1,0,1,0
4717,2,0,0,4,0,0,1
4718,1,0,0,0,0,4,0
4719,1,0,0,0,1,1,0
4720,2,0,2,3,0,3,4
4721,1,0,0,0,1,0,0
4722,1,0,0,0,0,1,4
4723,0,0,0,0,4,0,0
4724,1,0,0,0,0,3,0
4725,1,0,0,0,0,3,1
4726,1,0,4,0,1,2,0
4727,1,0,3,0,0,2,3
4728,1,0,0,0,4,3,2
4729,1,4,0,0,2,1,0
4730,3,4,0,0,0,0,4
4731,0,1,0,1,0,1,0
4732,1,0,0,0,1,1,0
4733,0,4,0,1,0,2,0
4734,1,0,0,0,0,1,0
4735,2,3,0,0,0,0,3
4736,0,2,0,3,1,1,3
4737,1,0,0,0,1,4,1
4738,1,0,0,0,0,2,0
4739,0,3,0,4,0,1,0
4740,0,0,0,0,1,0,0
4741,1,0,0,2,1,1,0
4742,1,0,0,3,2,0,0
4743,0,0,0,0,1,2,1
4744,1,0,1,0,1,0,3
4745,2,0,0,0,1,4,0
4746,0,0,3,1,2,0,0
4747,1,0,0,2,1,4,3
4748,0,0,0,1,1,0,0
4749,1,0,4,1,1,1,1
4750,1,0,0,3,1,1,1
4751,1,0,2,3,1,0,2
4752,1,0,0,0,3,2,1
4753,2,3,4,0,1,0,0
4754,1,0,2,0,4,1,0
4755,1,0,0,0,1,3,0
4756,2,4,0,2,0,2,0
4757,1,2,0,0,0,1,0
4758,1,0,0,0,3,2,1
4759,0,0,0,0,0,1,0
4760,2,0,0,0,0,3,0
4761,1,0,0,1,4,1,0
4762,1,0,0,0,1,2,0
4763,0,4,0,1,3,1,0
4764,1,0,0,1,1,0,0
4765,3,0,0,1,2,3,3
4766,0,2,0,3,0,1,1
4767,1,0,2,1,0,2,0
4768,1,0,0,0,0,4,0
4769,1,0,0,0,0,1,0
4770,0,0,2,3,0,1,2
4771,1,0,0,0,1,3,0
4772,3,0,2,0,1,2,0
4773,4,1,0,4,0,0,1
4774,2,0,0,1,1,1,2
4775,0,0,3,3,0,2,0
4776,1,0,1,1,2,3,0
4777,0,0,0,0,0,1,0
4778,1,0,0,0,0,3,1
4779,0,4,3,1,3,1,0
4780,2,0,4,0,1,2,0
4781,2,0,0,0,0,0,0
4782,1,0,1,2,4,2,0
4783,0,0,2,0,0,1,0
4784,0,0,0,1,1,3,0
4785,2,0,1,0,2,2,0
4786,1,0,0,2,3,0,0
4787,0,1,1,0,1,2,4
4788,1,0,0,0,4,3,2
4789,1,2,0,0,1,2,0
4790,0,0,0,0,1,3,0
4791,2,0,1,0,1,1,1
4792,1,2,0,0,0,1,1
4793,1,0,1,0,1,2,0
4794,3,0,4,0,1,0,1
4795,0,0,0,0,0,2,0
4796,1,0,1,0,0,0,1
4797,0,0,0,0,0,0,0
4798,1,0,0,1,0,1,0
4799,1,0,2,0,0,3,0
4800,1,4,0,0,1,4,0
4801,2,0,0,0,0,2,0
4802,1,0,3,0,0,2,0
4803,1,2,0,0,0,1,1
4804,1,3,1,4,0,1,0
4805,2,0,1,0,0,1,0
4806,0,0,0,2,0,1,0
4807,1,0,1,1,0,0,3
4808,0,0,0,3,3,3,3
4809,1,0,0,2,0,0,0
4810,1,0,0,0,2,0,0
4811,1,2,0,0,4,0,2
4812,3,0,1,0,0,1,1
4813,2,0,1,0,1,1,0
4814,2,0,0,0,1,2,0
4815,2,0,0,0,1,0,1
4816,2,0,0,2,0,1,2
4817,0,1,4,2,0,3,0
4818,1,1,0,0,4,0,0
4819,0,0,0,0,1,3,1
4820,3,0,0,0,1,3,0
4821,1,0,0,0,0,2,0
4822,4,0,0,3,0,0,1
4823,0,0,0,0,0,1,0
4824,1,0,0,1,0,2,0
4825,1,0,0,0,0,1,0
4826,0,1,0,1,1,1,0
4827,3,0,0,0,4,3,1
4828,1,2,0,0,0,1,0
4829,2,0,4,0,1,1,0
4830,1,0,2,3,1,0,1
4831,1,0,0,0,2,2,0
4832,0,1,0,0,2,2,0
4833,1,4,0,0,0,2,2
4834,0,0,0,2,0,4,0
4835,2,0,4,1,2,0,0
4836,0,0,0,0,0,1,0
4837,2,2,0,0,1,1,0
4838,1,1,0,1,0,3,0
4839,0,0,0,0,3,4,0
4840,1,1,0,0,1,2,0
4841,2,0,1,0,0,1,1
4842,1,1,0,0,1,0,0
4843,2,3,0,3,2,2,0
4844,0,0,0,2,4,1,0
4845,1,0,0,0,1,2,0
4846,0,0,0,0,0,2,0
4847,3,0,0,0,0,3,0
4848,1,0,0,1,0,0,0
4849,0,2,0,1,0,0,1
4850,1,0,2,0,0,1,0
4851,1,0,0,0,3,3,0
4852,1,0,1,0,3,2,0
4853,3,0,0,1,3,2,0
4854,0,0,0,2,0,1,0
4855,0,2,0,0,1,1,1
4856,4,0,0,1,1,0,0
4857,0,0,4,1,0,4,0
4858,0,0,0,2,0,1,0
4859,2,0,0,0,0,2,0
4860,1,0,0,3,0,3,1
4861,1,0,0,0,1,2,1
4862,1,0,0,0,0,1,0
4863,1,1,0,0,1,0,4
4864,1,3,0,3,0,3,0
4865,4,0,0,4,1,3,3
4866,1,0,4,0,0,2,3
4867,1,0,3,1,1,2,0
4868,0,0,2,4,3,1,0
4869,2,0,0,1,0,3,0
4870,0,1,3,0,1,3,0
4871,2,2,1,0,1,1,0
4872,1,0,0,0,1,2,1
4873,2,0,2,4,3,2,0
4874,0,0,0,0,1,3,0
4875,1,0,0,2,0,2,3
4876,1,0,0,0,1,0,1
4877,0,2,0,2,4,4,3
4878,4,4,2,0,0,3,1
4879,0,0,4,1,1,3,0
4880,0,0,0,1,1,2,0
4881,0,0,0,4,1,2,0
4882,1,0,0,0,0,3,0
4883,1,0,0,2,0,2,0
4884,2,0,3,0,1,1,2
4885,1,0,0,0,0,0,0
4886,1,0,0,0,0,2,2
4887,1,0,0,0,2,0,0
4888,0,0,0,0,2,2,1
4889,3,0,0,0,1,4,0
4890,1,0,2,1,0,0,1
4891,1,1,0,0,2,1,0
4892,1,0,0,0,0,2,1
4893,1,0,0,2,0,4,0
4894,1,3,2,2,1,0,0
4895,1,0,0,0,1,0,0
4896,0,0,0,0,1,1,3
4897,1,0,0,1,3,1,0
4898,0,0,2,0,1,1,0
4899,0,0,3,1,0,2,2
4900,1,0,0,3,0,1,2
4901,0,0,2,2,0,2,0
4902,3,3,0,0,1,0,0
4903,4,0,0,0,1,4,0
4904,1,0,0,0,1,1,0
4905,2,0,0,0,0,2,0
4906,3,0,0,0,1,3,3
4907,1,0,0,0,0,0,0
4908,2,0,2,0,2,0,0
4909,1,0,4,0,0,2,0
4910,1,4,4,0,2,2,2
4911,0,1,0,1,0,0,0
4912,2,4,3,0,0,1,0
4913,1,0,0,4,1,1,1
4914,0,0,0,0,0,4,3
4915,1,0,0,0,3,1,0
4916,1,0,0,0,1,0,1
4917,0,3,0,1,0,3,0
4918,1,0,0,0,0,1,4
4919,0,0,2,3,1,1,0
4920,0,1,3,0,4,0,4
4921,0,0,0,2,3,1,0
4922,3,0,4,1,1,0,0
4923,1,0,0,0,0,0,1
4924,3,1,0,1,0,4,0
4925,0,0,0,0,0,0,0
4926,0,1,0,1,1,1,0
4927,0,3,0,0,0,0,0
4928,0,0,3,0,2,3,0
4929,0,0,0,0,1,1,0
4930,1,0,0,0,1,2,0
4931,0,3,4,1,0,2,4
4932,1,2,0,0,1,0,0
4933,1,0,1,0,1,0,4
4934,0,3,0,1,3,2,0
4935,1,0,0,0,0,1,0
4936,1,0,0,0,0,2,0
4937,0,0,2,1,2,2,0
4938,1,0,0,1,0,1,0
4939,2,0,0,0,0,1,0
4940,1,0,0,1,1,2,0
4941,0,1,1,4,0,2,0
4942,1,0,0,0,0,2,0
4943,0,3,0,0,1,4,0
4944,1,0,4,0,3,1,0
4945,0,0,0,1,1,0,0
4946,1,2,0,1,0,0,0
4947,1,2,4,0,0,3,2
4948,0,0,0,0,2,1,3
4949,1,0,0,1,1,3,0
4950,0,0,4,1,1,0,0
4951,0,1,0,3,1,1,0
4952,1,0,4,1,1,3,0
4953,4,0,0,0,1,0,1
4954,0,0,0,1,0,1,1
4955,1,3,0,0,4,1,1
4956,1,0,1,0,0,2,0
4957,3,0,2,1,0,3,0
4958,1,0,0,4,2,2,0
4959,1,0,0,3,0,2,0
4960,1,2,1,0,4,1,0
4961,0,0,3,4,1,3,0
4962,0,0,0,1,2,1,0
4963,3,0,0,4,3,2,0
4964,4,2,3,0,0,1,1
4965,1,0,1,4,0,1,4
4966,0,0,1,0,0,1,0
4967,1,0,0,0,0,1,3
4968,1,0,0,0,4,4,0
4969,1,0,0,2,0,3,0
4970,0,0,0,0,1,3,4
4971,0,0,0,1,0,1,0
4972,0,1,0,0,0,1,0
4973,0,0,0,1,0,0,0
4974,1,0,4,0,1,2,0
4975,1,0,0,4,3,1,0
