,alcohol,chlorides,free_sulfur_dioxide,sulphates,density,volatile_acidity,citric_acid
4157,3,1,0,4,0,2,1
4158,2,3,4,2,0,2,1
4159,1,2,0,2,0,3,4
4160,1,4,4,0,1,0,0
4161,3,1,0,1,3,2,0
4162,4,3,0,1,0,4,2
4163,2,0,3,3,2,2,2
4164,2,2,2,2,1,1,1
4165,0,3,1,4,4,4,0
4166,1,2,0,2,0,0,2
4167,3,1,1,4,3,4,0
4168,2,0,2,1,4,0,2
4169,1,4,2,0,0,0,4
4170,0,0,1,2,0,3,0
4171,1,3,1,1,0,1,1
4172,2,2,4,4,0,0,4
4173,2,0,2,0,0,4,1
4174,4,4,3,2,3,1,0
4175,4,0,1,0,0,2,0
4176,1,0,2,0,0,4,0
4177,3,1,1,3,2,2,0
4178,1,2,4,4,2,4,0
4179,2,4,2,3,4,3,4
4180,2,1,1,4,2,1,2
4181,2,0,0,2,1,4,1
4182,1,0,3,1,0,1,4
4183,3,1,4,4,4,3,0
4184,0,0,0,4,0,1,4
4185,3,0,2,0,4,1,2
4186,1,0,3,4,0,0,1
4187,0,2,3,1,0,2,2
4188,3,0,0,0,4,3,1
4189,0,2,3,0,1,3,2
4190,4,3,0,0,0,3,4
4191,3,3,0,1,3,4,3
4192,0,1,1,1,1,4,2
4193,2,2,1,1,0,1,1
4194,2,0,4,0,0,0,0
4195,3,3,2,1,4,3,3
4196,2,3,4,4,4,1,3
4197,0,0,3,4,2,2,0
4198,1,0,2,4,0,4,1
4199,0,2,1,2,4,1,2
4200,0,4,2,0,4,0,0
4201,3,0,0,3,2,3,4
4202,1,2,0,0,2,0,2
4203,0,0,3,0,2,1,0
4204,4,3,1,3,2,2,4
4205,3,2,0,0,2,3,4
4206,4,2,4,2,3,0,2
4207,3,1,0,2,2,0,2
4208,0,2,0,2,0,1,4
4209,0,0,0,1,0,3,4
4210,2,0,3,4,4,3,3
4211,2,1,1,1,3,2,2
4212,3,3,4,1,0,4,1
4213,2,4,0,3,2,2,1
4214,2,1,1,4,4,4,1
4215,3,2,0,0,2,0,0
4216,0,2,2,0,0,1,2
4217,3,1,0,2,0,0,0
4218,3,1,0,0,4,1,1
4219,2,3,0,4,0,0,0
4220,3,0,1,3,4,3,1
4221,0,2,2,3,1,3,3
4222,3,2,1,0,0,4,3
4223,2,0,1,1,1,4,4
4224,1,0,4,2,0,3,0
4225,2,2,0,4,0,2,0
4226,3,4,1,1,3,2,4
4227,0,0,2,2,3,2,3
4228,2,3,1,0,0,2,3
4229,4,4,0,2,0,1,1
4230,4,2,1,3,0,3,2
4231,2,2,2,3,0,4,0
4232,0,2,0,4,4,3,3
4233,4,0,0,2,1,0,1
4234,1,1,3,1,2,1,0
4235,2,1,1,1,0,0,1
4236,4,3,1,1,2,3,0
4237,4,1,0,3,3,4,3
4238,0,0,0,4,2,2,1
4239,1,0,3,0,1,3,0
4240,0,2,3,2,0,1,1
4241,3,0,4,1,0,0,2
4242,4,4,1,2,0,4,3
4243,0,3,1,2,3,0,0
4244,1,2,0,3,0,1,0
4245,0,1,3,0,3,2,2
4246,4,2,0,1,4,0,1
4247,2,3,0,0,2,1,1
4248,3,1,0,4,4,1,1
4249,4,0,1,0,0,0,0
4250,2,1,0,0,3,1,4
4251,4,0,0,3,3,2,0
4252,4,0,4,0,4,0,3
4253,1,1,1,0,4,0,3
4254,4,0,0,0,1,1,0
4255,2,3,2,3,1,1,3
4256,3,4,3,1,3,0,2
4257,1,0,0,2,2,1,2
4258,3,2,3,4,4,2,1
4259,4,1,3,2,1,1,1
4260,3,3,3,0,2,3,0
4261,4,3,2,3,4,1,2
4262,0,3,0,0,4,1,1
4263,2,0,3,2,1,0,3
4264,0,0,0,2,0,0,1
4265,2,0,3,4,0,0,0
4266,2,4,0,0,4,1,0
4267,1,2,0,2,1,3,2
4268,2,2,3,4,4,2,2
4269,0,4,3,1,3,3,2
4270,2,2,4,3,1,4,3
4271,1,0,4,1,2,2,0
4272,1,4,3,2,0,1,1
4273,0,3,2,2,1,1,4
4274,4,0,1,0,4,2,3
4275,1,0,2,3,0,4,0
4276,3,0,2,3,1,4,4
4277,2,3,2,1,0,0,2
4278,2,3,3,4,1,2,2
4279,4,4,4,0,4,1,3
4280,0,0,0,1,2,3,0
4281,0,0,4,0,0,0,3
4282,2,0,0,1,0,3,0
4283,3,4,4,1,0,3,4
4284,4,0,2,4,2,1,2
4285,4,0,3,4,0,0,0
4286,1,2,2,0,1,0,0
4287,2,1,0,1,0,2,0
4288,3,3,4,0,4,0,0
4289,1,2,3,3,0,0,0
4290,4,2,1,3,2,0,3
4291,3,3,0,0,4,1,0
4292,2,0,0,0,3,2,1
4293,1,0,0,2,4,4,3
4294,4,0,1,0,2,0,3
4295,1,4,0,0,3,2,3
4296,2,0,3,0,0,4,0
4297,4,3,0,3,2,2,1
4298,1,2,3,0,4,1,1
4299,1,2,4,0,1,1,1
4300,0,4,4,1,0,1,4
4301,3,4,4,0,4,1,4
4302,0,0,1,0,1,3,3
4303,1,2,1,2,2,1,1
4304,1,3,1,1,0,0,4
4305,4,2,3,1,1,2,0
4306,0,4,3,3,0,4,1
4307,0,0,3,3,1,1,0
4308,2,2,0,3,4,2,3
4309,3,4,0,2,2,2,1
4310,1,1,1,2,1,0,4
4311,0,0,3,2,1,0,3
4312,3,3,0,1,0,1,2
4313,2,0,1,0,0,0,0
4314,2,2,4,1,2,1,2
4315,4,4,1,1,1,3,1
4316,0,4,4,1,4,1,2
4317,1,0,1,2,1,0,4
4318,1,0,2,4,2,0,3
4319,2,2,0,1,2,0,0
4320,3,0,4,3,4,0,0
4321,4,1,4,3,3,3,0
4322,2,1,0,2,3,0,3
4323,4,0,3,2,1,0,3
4324,0,1,4,3,3,0,4
4325,1,2,3,0,0,3,4
4326,1,4,2,1,3,1,3
4327,1,0,0,3,2,2,0
4328,0,3,0,3,2,0,2
4329,2,1,2,0,1,0,1
4330,3,4,1,4,3,4,0
4331,0,3,0,1,1,2,0
4332,0,0,3,1,2,4,0
4333,1,1,4,3,4,2,0
4334,1,1,3,3,2,4,3
4335,3,3,3,3,0,4,1
4336,4,3,0,2,2,1,3
4337,1,3,2,0,2,2,0
4338,4,1,0,0,0,0,4
4339,2,0,1,1,1,1,0
4340,1,1,0,1,1,0,4
4341,0,1,0,2,4,0,1
4342,3,0,0,0,2,0,1
4343,1,0,4,0,0,0,4
4344,4,0,4,4,4,3,0
4345,0,3,1,3,4,4,0
4346,2,0,0,4,0,0,2
4347,4,3,3,0,1,0,4
4348,1,0,0,4,4,0,4
4349,1,1,4,0,2,3,4
4350,2,1,4,4,0,1,2
4351,1,0,2,3,2,1,4
4352,1,2,0,1,0,1,1
4353,2,0,0,2,4,3,0
4354,1,3,0,0,0,4,2
4355,2,0,4,3,0,3,0
4356,1,0,2,4,4,4,4
4357,1,3,0,0,0,0,2
4358,3,1,0,4,4,4,3
4359,3,0,1,4,1,0,0
4360,0,4,2,4,4,0,0
4361,2,0,4,3,3,1,1
4362,1,0,0,3,3,3,4
4363,1,3,0,1,1,0,3
4364,4,3,2,1,0,3,2
4365,0,3,0,2,2,3,1
4366,4,0,1,0,4,1,4
4367,2,4,3,4,0,4,0
4368,0,2,3,1,1,3,4
4369,2,0,0,4,1,3,0
4370,2,4,0,3,1,3,2
4371,4,0,3,4,4,1,1
4372,2,4,4,3,1,2,1
4373,1,1,0,0,3,2,1
4374,1,2,0,2,3,4,0
4375,4,0,0,2,1,3,2
4376,0,2,2,4,1,1,4
4377,3,2,0,4,3,2,2
4378,1,3,2,3,1,0,2
4379,4,4,0,0,4,2,4
4380,1,2,1,2,0,0,3
4381,2,4,1,0,1,4,1
4382,1,3,0,3,4,3,0
4383,2,3,3,1,3,0,4
4384,0,1,0,0,0,1,4
4385,3,1,0,3,4,0,1
4386,1,4,4,3,1,1,3
4387,1,2,4,1,0,4,1
4388,2,2,0,1,0,0,0
4389,1,2,2,2,4,3,2
4390,1,1,1,0,1,1,2
4391,3,2,3,0,4,3,3
4392,1,0,3,4,3,4,4
4393,3,0,1,1,1,4,3
4394,1,4,0,4,1,3,2
4395,4,0,2,3,0,1,4
4396,4,0,3,3,4,2,4
4397,0,0,1,4,1,1,1
4398,4,1,1,4,3,0,1
4399,1,0,0,3,1,2,1
4400,0,2,1,4,4,0,1
4401,3,1,0,4,0,1,1
4402,2,0,0,0,4,4,3
4403,3,0,0,3,4,3,0
4404,2,2,3,1,1,3,2
4405,3,0,3,4,2,1,0
4406,3,2,3,0,4,2,1
4407,3,2,1,2,4,4,1
4408,0,0,1,3,1,0,0
4409,3,3,0,4,2,2,2
4410,2,0,2,0,0,0,1
4411,2,3,0,1,0,4,2
4412,1,0,4,4,0,0,2
4413,0,0,1,0,3,3,1
4414,1,1,2,1,0,1,0
4415,0,1,3,2,3,1,3
4416,0,3,4,0,3,2,1
4417,0,4,2,1,4,4,1
4418,1,2,3,0,3,1,3
4419,1,0,4,0,0,1,1
4420,3,0,2,2,2,2,3
4421,4,1,2,1,0,2,0
4422,4,4,1,4,0,3,0
4423,3,1,3,0,0,0,2
4424,2,0,3,3,0,1,3
4425,3,4,1,0,2,2,4
4426,1,0,2,3,1,0,0
4427,2,4,3,4,4,4,4
4428,4,0,4,0,2,3,2
4429,3,0,0,3,4,1,2
4430,1,2,4,2,0,1,3
4431,3,2,0,0,2,4,2
4432,4,4,0,3,0,4,0
4433,2,1,3,2,3,2,1
4434,1,1,3,0,4,0,1
4435,0,4,1,3,1,1,3
4436,3,0,2,3,4,2,2
4437,4,1,4,0,3,0,3
4438,4,4,0,0,3,4,4
4439,2,2,4,0,2,4,4
4440,0,3,2,3,0,2,2
4441,1,0,4,3,1,2,0
4442,3,4,0,1,1,1,2
4443,0,4,2,0,3,3,0
4444,2,0,0,0,3,0,4
4445,4,3,4,3,3,3,1
4446,1,0,0,2,0,3,4
4447,0,0,0,3,0,0,0
4448,1,0,1,4,0,0,0
4449,1,0,2,2,2,4,4
4450,2,2,2,4,3,1,0
4451,2,1,3,0,4,0,0
4452,1,0,4,1,2,0,2
4453,1,4,2,2,0,2,1
4454,2,0,0,2,0,1,4
4455,3,1,0,1,3,2,4
4456,3,0,3,0,0,0,2
4457,0,1,4,3,2,2,0
4458,0,1,1,0,1,4,0
4459,4,0,1,2,0,2,1
4460,4,2,4,1,1,1,0
4461,1,2,0,4,0,0,1
4462,2,1,0,4,2,4,4
4463,1,0,2,0,1,4,2
4464,3,2,0,4,2,0,0
4465,3,0,4,0,0,3,1
4466,3,0,0,1,3,0,0
4467,2,4,2,3,0,4,3
4468,3,1,1,0,2,3,3
4469,2,3,2,1,2,1,3
4470,4,4,2,0,0,4,4
4471,4,2,3,0,3,2,3
4472,0,2,0,0,0,3,3
4473,3,0,3,0,0,4,0
4474,0,3,0,3,0,0,0
4475,2,2,4,0,4,4,2
4476,3,4,3,1,0,3,4
4477,1,1,1,4,2,1,0
4478,0,3,0,1,1,4,4
4479,1,0,0,4,1,2,1
4480,2,0,4,1,0,4,0
4481,3,0,2,0,0,2,4
4482,2,1,3,0,0,1,3
4483,1,0,4,2,2,0,3
4484,3,4,2,1,4,2,0
4485,2,0,1,4,1,1,4
4486,2,0,3,4,2,2,1
4487,1,1,2,4,0,1,1
4488,3,4,3,1,4,2,0
4489,3,1,1,4,3,1,0
4490,2,0,1,3,4,3,4
4491,1,1,4,4,2,1,1
4492,3,0,4,3,3,1,1
4493,0,4,0,3,0,4,1
4494,2,0,0,1,0,2,0
4495,1,3,4,4,2,1,4
4496,0,4,0,0,3,3,1
4497,0,4,0,1,2,0,3
4498,2,3,3,4,1,3,3
4499,2,2,2,1,3,3,2
4500,0,0,3,1,1,1,1
4501,4,0,3,4,0,0,2
4502,1,3,3,3,1,1,1
4503,1,2,4,0,1,2,1
4504,2,0,4,1,3,2,0
4505,1,3,3,2,4,4,0
4506,0,0,2,1,0,2,1
4507,4,0,4,3,1,1,0
4508,0,1,2,0,1,1,4
4509,2,0,4,1,0,3,4
4510,2,4,0,4,0,2,4
4511,4,2,0,1,0,4,1
4512,0,3,4,0,2,3,2
4513,3,0,0,1,0,3,1
4514,3,0,0,0,1,4,3
4515,2,0,3,1,3,0,0
4516,2,0,4,2,1,3,1
4517,4,3,0,3,0,0,0
4518,1,2,3,1,4,0,0
4519,3,4,4,4,0,4,4
4520,1,0,3,1,0,3,0
4521,1,1,1,2,0,2,4
4522,1,0,3,3,3,3,3
4523,1,1,0,1,2,1,0
4524,4,2,3,3,2,3,3
4525,3,3,2,4,0,0,1
4526,3,0,0,1,2,1,1
4527,2,3,3,0,3,1,3
4528,1,4,3,3,0,1,3
4529,2,0,4,3,0,1,2
4530,4,3,4,1,4,2,0
4531,4,2,2,4,0,1,2
4532,2,0,3,4,1,3,3
4533,4,4,1,2,1,0,3
4534,4,4,1,1,4,2,0
4535,3,4,4,0,3,1,4
4536,0,0,0,3,2,1,2
4537,1,1,3,1,0,0,2
4538,2,0,1,4,1,1,0
4539,0,2,4,2,3,3,4
4540,1,2,0,0,2,3,4
4541,2,2,4,4,1,0,3
4542,4,0,2,1,1,3,1
4543,4,0,4,3,0,3,2
4544,3,2,2,2,3,0,4
4545,0,3,4,0,0,0,4
4546,0,1,3,0,3,1,0
4547,3,0,3,0,0,3,2
4548,2,0,0,0,3,3,3
4549,3,1,4,3,4,1,1
4550,3,4,3,4,2,4,0
4551,0,2,3,0,0,2,2
4552,3,3,2,0,0,1,2
4553,3,0,1,4,0,1,4
4554,3,0,0,1,2,3,2
4555,0,3,4,1,1,0,2
4556,1,0,3,3,1,2,0
4557,1,1,2,3,0,2,1
4558,1,2,4,2,3,3,2
4559,0,1,3,4,3,0,4
4560,4,1,2,0,1,0,3
4561,3,0,0,0,0,2,3
4562,0,4,0,3,3,1,0
4563,2,0,3,4,3,1,2
4564,2,3,0,0,3,1,3
4565,4,0,2,3,0,2,4
4566,1,0,4,0,0,4,2
4567,3,0,3,2,1,0,1
4568,0,3,0,0,4,1,2
4569,2,0,1,0,3,1,2
4570,3,0,3,0,2,0,4
4571,0,0,0,4,0,1,4
4572,2,4,0,1,0,1,0
4573,4,4,4,4,4,1,4
4574,1,0,1,4,2,2,0
4575,2,1,1,0,0,4,0
4576,1,1,0,3,4,1,1
4577,3,2,3,4,0,1,1
4578,4,0,0,0,0,1,1
4579,0,1,3,2,1,4,4
4580,1,3,0,2,0,3,4
4581,1,0,0,0,4,3,1
4582,2,4,2,4,0,1,4
4583,4,0,4,1,0,0,1
4584,1,2,0,0,2,4,0
4585,1,1,0,2,0,2,0
4586,3,1,3,2,3,3,1
4587,0,4,2,1,0,1,2
4588,4,4,2,1,0,2,2
4589,3,0,3,2,4,0,1
4590,4,3,0,1,4,4,3
4591,2,0,0,1,1,3,0
4592,2,2,2,3,3,1,4
4593,2,0,0,1,2,0,1
4594,1,0,0,3,1,2,0
4595,4,2,3,2,2,1,1
4596,2,0,0,1,0,0,1
4597,3,3,1,3,0,0,1
4598,3,2,1,2,2,1,0
4599,0,2,2,2,4,1,0
4600,4,1,1,1,2,2,0
4601,4,3,1,0,1,1,0
4602,4,0,0,1,4,3,2
4603,2,2,3,3,1,4,1
4604,1,4,4,2,1,0,4
4605,0,3,4,1,0,4,1
4606,2,4,4,1,0,3,4
4607,3,1,0,2,0,0,0
4608,1,4,0,1,4,3,2
4609,4,2,2,4,2,2,0
4610,2,1,0,0,2,3,1
4611,1,2,1,2,3,1,3
4612,3,0,4,0,2,0,0
4613,1,3,2,1,1,0,1
4614,2,0,4,1,2,1,2
4615,1,3,3,3,2,1,1
4616,1,1,4,0,2,2,2
4617,1,2,4,0,0,1,2
4618,1,2,2,4,0,0,1
4619,1,3,3,4,2,0,0
4620,2,0,4,4,4,3,1
4621,4,1,0,0,4,0,3
4622,3,0,4,4,0,2,1
4623,1,1,4,1,2,1,2
4624,2,1,4,3,0,3,1
4625,2,3,1,2,0,2,1
4626,1,3,1,0,0,2,0
4627,4,0,0,0,0,3,1
4628,4,4,4,3,0,3,0
4629,0,1,3,3,4,3,3
4630,1,2,0,2,1,2,1
4631,1,4,2,3,3,2,4
4632,1,1,2,4,3,0,4
4633,4,2,2,1,1,0,2
4634,4,0,2,1,0,3,1
4635,1,3,1,1,4,1,3
4636,3,1,0,0,1,1,1
4637,2,1,1,2,1,4,4
4638,0,2,0,0,0,2,4
4639,3,3,2,3,2,2,2
4640,1,1,4,0,3,2,4
4641,2,0,2,1,0,2,1
4642,4,4,3,2,0,2,2
4643,1,0,0,0,2,1,3
4644,3,0,0,3,4,0,4
4645,4,0,0,4,2,4,0
4646,1,0,2,0,4,3,3
4647,4,3,2,2,1,1,0
4648,0,4,2,4,2,2,0
4649,4,2,2,4,0,1,0
4650,1,1,3,1,1,2,2
4651,1,2,0,2,3,1,0
4652,0,3,2,1,0,2,3
4653,3,0,4,0,3,1,3
4654,3,0,0,2,1,3,1
4655,1,4,1,4,3,1,1
4656,1,0,0,2,0,1,2
4657,4,2,3,1,3,3,4
4658,3,1,0,3,0,3,2
4659,1,1,2,4,1,0,0
4660,2,2,1,1,2,3,1
4661,4,2,2,0,0,1,0
4662,1,0,3,4,1,2,4
4663,2,3,1,0,4,0,1
4664,2,3,3,3,1,0,0
4665,0,3,0,2,1,1,2
4666,2,2,3,4,0,1,3
4667,0,0,3,4,4,3,1
4668,4,4,0,4,0,1,0
4669,0,1,3,2,4,3,4
4670,3,2,3,3,0,0,2
4671,1,0,0,0,4,3,1
4672,0,2,0,4,0,1,1
4673,2,4,2,4,2,3,4
4674,2,3,0,4,2,3,3
4675,0,3,0,1,0,3,3
4676,0,1,1,1,0,1,0
4677,1,2,3,1,3,0,0
4678,3,0,3,3,2,1,0
4679,0,2,1,4,1,0,0
4680,0,0,1,4,0,0,1
4681,0,4,0,0,1,3,3
4682,2,4,0,1,2,2,2
4683,4,2,0,0,2,3,1
4684,2,4,1,0,0,4,2
4685,4,3,0,4,0,1,1
4686,1,4,1,1,3,0,4
4687,2,1,0,1,4,0,1
4688,4,3,0,0,3,4,0
4689,0,2,3,4,0,0,4
4690,3,1,0,0,0,3,2
4691,1,0,4,0,4,4,0
4692,2,0,0,1,0,1,0
4693,4,0,3,0,2,1,1
4694,0,1,2,1,1,2,0
4695,0,3,0,2,1,3,1
4696,0,1,1,0,3,0,1
4697,3,1,2,0,1,0,2
4698,1,0,4,0,3,0,3
4699,0,3,1,4,2,1,4
4700,1,2,0,4,3,4,3
4701,3,1,2,3,0,1,4
4702,4,1,0,1,2,0,2
4703,0,3,3,0,0,2,2
4704,4,0,4,1,0,0,2
4705,0,0,3,2,3,0,4
4706,0,0,4,4,0,0,1
4707,0,1,3,2,1,2,1
4708,4,3,3,4,0,0,2
4709,2,2,1,3,1,1,2
4710,0,0,4,4,1,2,2
4711,0,2,3,0,4,4,4
4712,4,2,3,4,4,3,0
4713,2,4,1,3,2,4,1
4714,4,3,0,4,0,3,1
4715,1,2,0,2,1,3,4
4716,2,1,1,2,4,0,1
4717,3,1,2,1,1,3,4
4718,0,3,2,1,1,1,0
4719,1,0,3,0,0,3,1
4720,2,3,1,0,0,0,0
4721,3,0,0,4,0,4,0
4722,0,1,1,3,0,0,4
4723,1,1,0,1,3,3,1
4724,3,3,1,0,2,0,1
4725,1,0,0,4,0,4,1
4726,2,3,1,0,2,1,1
4727,2,3,2,0,0,3,2
4728,4,4,3,3,4,4,4
4729,1,2,3,4,2,1,0
4730,2,1,3,4,0,1,0
4731,2,1,3,1,4,1,0
4732,1,3,4,0,0,2,3
4733,2,1,0,4,0,0,2
4734,1,1,4,2,1,2,4
4735,1,2,3,4,0,2,1
4736,0,1,2,2,3,3,4
4737,1,2,3,1,0,3,0
4738,2,2,3,4,3,0,1
4739,0,1,4,2,3,0,2
4740,3,0,3,1,0,4,2
4741,1,3,2,0,4,1,0
4742,3,0,4,2,4,1,1
4743,0,0,2,1,3,4,4
4744,2,0,0,0,0,0,2
4745,2,0,0,1,0,2,0
4746,0,0,1,4,1,1,4
4747,1,1,0,3,3,4,1
4748,3,0,2,0,0,3,1
4749,2,0,1,0,3,0,2
4750,0,2,3,4,2,4,0
4751,0,3,2,3,1,1,1
4752,4,0,0,0,2,2,2
4753,2,4,0,2,4,0,0
4754,2,1,4,2,3,0,0
4755,0,4,0,0,0,2,3
4756,4,3,3,2,1,1,1
4757,3,3,1,3,4,2,2
4758,3,2,0,1,3,1,1
4759,3,2,2,0,0,0,0
4760,4,3,0,2,0,3,2
4761,1,3,3,4,3,2,2
4762,2,0,2,4,4,4,3
4763,4,0,2,3,1,2,4
4764,0,2,0,3,1,4,2
4765,3,3,2,1,4,4,4
4766,0,1,0,0,4,2,2
4767,0,4,0,0,4,1,1
4768,2,0,1,2,4,3,4
4769,2,3,3,2,3,2,3
4770,2,4,4,2,0,0,4
4771,4,2,2,0,4,4,0
4772,0,0,1,3,2,4,4
4773,0,2,1,3,3,4,4
4774,3,0,0,0,3,1,3
4775,3,0,4,2,0,2,3
4776,4,0,4,0,0,2,0
4777,1,0,0,1,2,3,0
4778,3,2,4,2,1,4,3
4779,1,0,0,3,3,4,1
4780,3,2,3,4,0,3,4
4781,3,0,1,4,3,0,0
4782,1,0,3,1,2,2,1
4783,3,3,3,1,3,3,0
4784,0,2,4,2,0,0,2
4785,2,1,4,4,0,0,3
4786,1,0,4,3,0,4,3
4787,0,4,0,0,1,0,0
4788,3,0,0,0,2,4,1
4789,0,0,2,4,3,0,2
4790,0,3,0,4,3,2,4
4791,2,0,0,4,0,1,4
4792,3,2,4,1,3,2,1
4793,1,3,0,1,3,2,3
4794,1,2,0,2,1,3,3
4795,2,2,4,1,4,3,1
4796,4,3,0,0,0,4,1
4797,2,4,0,2,2,0,4
4798,2,3,3,4,0,2,4
4799,1,3,3,2,4,2,4
4800,2,0,1,1,0,1,2
4801,4,1,1,3,1,3,0
4802,3,2,0,1,2,2,1
4803,2,0,2,4,3,4,0
4804,4,3,0,0,3,4,1
4805,0,3,4,0,4,3,0
4806,4,2,3,0,3,4,0
4807,2,1,1,1,0,0,0
4808,1,0,0,3,0,4,0
4809,4,3,0,2,3,0,0
4810,4,3,0,3,1,2,0
4811,3,0,3,4,2,3,0
4812,0,1,0,0,0,3,0
4813,4,0,1,3,0,0,3
4814,0,1,0,4,3,3,0
4815,3,0,2,0,3,3,1
4816,3,0,1,4,2,1,2
4817,1,2,1,3,4,4,0
4818,1,3,0,1,0,1,1
4819,4,0,3,0,2,4,3
4820,2,4,2,1,3,1,2
4821,1,1,3,4,4,3,0
4822,4,3,0,2,3,0,4
4823,2,2,4,3,0,0,1
4824,0,2,3,0,0,0,4
4825,1,1,4,1,1,2,0
4826,0,3,3,3,2,2,1
4827,4,0,0,4,4,1,1
4828,3,1,0,1,4,0,4
4829,2,0,4,0,1,0,2
4830,0,4,0,1,4,4,2
4831,4,3,1,2,0,0,1
4832,2,4,4,2,2,3,0
4833,3,0,3,3,0,1,0
4834,2,1,0,4,2,3,0
4835,4,2,1,3,3,3,1
4836,1,4,3,3,4,2,2
4837,1,4,0,1,3,4,2
4838,3,2,0,3,4,1,0
4839,2,3,0,0,3,0,4
4840,0,1,0,2,4,2,0
4841,0,0,3,3,0,0,1
4842,2,0,4,2,3,0,1
4843,0,4,0,1,3,0,0
4844,4,4,1,4,1,1,1
4845,2,0,3,4,0,1,4
4846,1,3,2,0,3,4,1
4847,1,0,3,3,1,1,3
4848,4,2,4,0,3,2,0
4849,0,2,4,0,3,4,0
4850,3,1,1,3,1,4,0
4851,2,1,4,3,0,2,2
4852,3,2,2,1,3,0,4
4853,2,4,1,1,1,1,3
4854,1,1,3,4,0,2,0
4855,3,4,0,3,4,2,1
4856,2,4,0,0,0,2,0
4857,3,3,3,0,1,1,1
4858,2,2,4,1,1,4,3
4859,2,2,0,1,3,3,4
4860,2,3,0,1,0,2,3
4861,2,0,4,0,4,1,3
4862,1,1,1,2,0,1,4
4863,3,0,4,0,1,0,1
4864,3,0,0,4,1,1,2
4865,0,1,0,3,2,3,0
4866,3,4,3,3,3,0,2
4867,4,0,4,3,3,1,2
4868,0,3,0,4,2,2,4
4869,1,3,0,1,3,1,1
4870,4,1,4,1,0,1,3
4871,0,2,3,1,0,0,1
4872,4,0,4,1,1,0,4
4873,0,3,2,4,2,0,4
4874,1,2,2,3,4,2,3
4875,0,0,1,0,1,0,0
4876,3,1,3,4,3,1,0
4877,0,0,3,2,3,3,3
4878,3,3,0,1,0,1,4
4879,0,0,0,4,2,0,2
4880,3,2,1,1,3,3,3
4881,0,0,2,4,0,4,0
4882,0,3,0,1,0,3,4
4883,3,2,0,3,3,0,3
4884,4,1,1,4,0,1,2
4885,2,0,3,1,2,3,0
4886,2,0,4,0,4,0,0
4887,4,1,4,3,4,2,1
4888,0,4,4,1,4,2,1
4889,3,3,0,3,4,0,4
4890,4,1,3,0,1,1,1
4891,2,1,0,1,0,1,0
4892,4,0,0,2,1,0,1
4893,1,3,3,1,3,4,3
4894,2,2,2,2,0,4,1
4895,3,1,2,0,3,1,0
4896,1,2,3,3,4,0,1
4897,4,0,3,4,1,3,0
4898,2,0,0,0,0,2,0
4899,1,3,2,0,3,4,2
4900,0,2,3,4,2,3,3
4901,4,3,0,1,4,4,4
4902,2,0,4,2,4,4,3
4903,4,0,0,0,4,1,1
4904,1,2,1,3,4,3,3
4905,0,0,0,4,2,1,4
4906,2,4,3,0,3,4,2
4907,1,0,1,2,3,4,4
4908,1,0,2,4,4,3,2
4909,0,0,2,4,4,3,1
4910,2,2,1,2,4,0,1
4911,4,3,3,0,3,2,1
4912,0,3,2,4,3,3,4
4913,1,2,2,0,2,4,3
4914,2,1,0,0,3,0,4
4915,1,2,0,1,3,1,0
4916,4,0,0,0,1,3,2
4917,2,3,0,2,0,0,3
4918,1,3,0,0,0,3,1
4919,2,3,0,4,0,4,4
4920,2,3,1,0,0,0,4
4921,3,3,0,4,0,0,0
4922,2,4,0,4,0,4,4
4923,1,4,4,3,0,1,4
4924,4,3,3,2,1,1,1
4925,2,1,2,2,3,4,1
4926,0,0,2,2,0,1,2
4927,2,0,0,0,3,4,2
4928,1,1,0,4,0,4,1
4929,4,2,1,2,3,2,2
4930,4,2,3,4,0,2,1
4931,2,3,1,0,0,0,2
4932,2,0,2,0,0,3,1
4933,2,3,4,4,0,3,2
4934,4,3,0,2,4,2,0
4935,3,4,3,3,1,4,2
4936,2,0,0,1,4,0,1
4937,1,2,0,4,2,2,0
4938,0,2,4,4,0,0,1
4939,4,2,0,3,3,1,0
4940,2,2,0,2,3,1,0
4941,0,4,3,1,1,2,2
4942,1,1,0,0,0,2,2
4943,0,3,0,3,0,4,3
4944,0,2,2,4,2,2,1
4945,2,3,1,4,0,0,4
4946,4,0,0,0,4,4,0
4947,3,0,2,0,2,0,1
4948,2,1,4,0,3,2,3
4949,1,2,0,3,2,0,4
4950,3,3,2,4,1,2,0
4951,0,4,0,3,0,0,4
4952,3,2,2,2,3,1,3
4953,0,4,1,3,3,0,4
4954,2,2,1,0,4,0,4
4955,4,3,1,4,1,3,0
4956,4,1,4,1,0,2,4
4957,2,4,2,1,1,3,4
4958,1,2,0,4,0,4,4
4959,1,0,4,3,0,3,2
4960,3,1,0,0,2,0,0
4961,2,0,1,4,1,0,1
4962,3,2,1,0,0,0,2
4963,1,1,2,2,2,0,0
4964,3,3,0,0,2,0,2
4965,0,3,4,0,2,0,1
4966,2,1,4,1,2,2,0
4967,1,0,3,1,4,0,1
4968,4,4,1,2,4,3,2
4969,3,4,2,4,1,3,0
4970,4,0,0,3,4,1,0
4971,2,1,2,2,4,4,0
4972,3,1,2,0,1,2,3
4973,1,1,4,1,4,0,1
4974,3,0,4,3,0,2,1
4975,0,2,2,2,1,4,2
4976,2,3,4,1,0,0,1
